"Name","Style","ABV","Ratings","Avg","Score","Reviews","pDev","State","Brewery","Beer_URL"
"Daddy's Home","American Double / Imperial IPA",10.6,36,4.14,88,7,9.42,"VA","The Veil Brewing Co.","/beer/profile/41018/241956/"
"Dirt Brothers","American Double / Imperial IPA",8.8,34,4.29,89,8,4.9,"VA","The Veil Brewing Co.","/beer/profile/41018/266932/"
"Dirt Nap","American Double / Imperial IPA",8.8,154,4.43,95,31,6.09,"VA","The Veil Brewing Co.","/beer/profile/41018/227834/"
"Dreamless","Witbier",4,14,3.96,85,3,6.06,"VA","The Veil Brewing Co.","/beer/profile/41018/245358/"
"Dusty Roadz","American Pale Ale (APA)",5.2,16,4.16,86,4,5.05,"VA","The Veil Brewing Co.","/beer/profile/41018/266912/"
"Eternal Eternal Shredder Shredder","American Double / Imperial IPA",8.5,27,4.5,90,5,5.78,"VA","The Veil Brewing Co.","/beer/profile/41018/250378/"
"Eternal Lord Shredder","American Double / Imperial IPA",8.7,25,4.24,88,4,4.72,"VA","The Veil Brewing Co.","/beer/profile/41018/263194/"
"Eternal Shredder","American Double / Imperial IPA",8.5,68,4.22,90,11,6.4,"VA","The Veil Brewing Co.","/beer/profile/41018/243851/"
"Extra Kreme","American Double / Imperial IPA",8,31,3.6,83,6,15.28,"VA","The Veil Brewing Co.","/beer/profile/41018/271197/"
"Eyelidz","American Double / Imperial IPA",8.5,15,4.37,87,4,6.64,"VA","The Veil Brewing Co.","/beer/profile/41018/286072/"
"Fake Love","American Double / Imperial IPA",8,40,4.29,89,9,4.66,"VA","The Veil Brewing Co.","/beer/profile/41018/264986/"
"Fake People","American Double / Imperial IPA",10.7,16,4.25,87,4,3.53,"VA","The Veil Brewing Co.","/beer/profile/41018/264970/"
"Frozen Ocean","American Double / Imperial IPA",8,19,4.08,86,4,5.88,"VA","The Veil Brewing Co.","/beer/profile/41018/268118/"
"Hornswoggler","Milk / Sweet Stout",7,63,4.08,88,7,8.82,"VA","The Veil Brewing Co.","/beer/profile/41018/208582/"
"Hornswoggler With Bourbon Pecan Butter And Oreos","Milk / Sweet Stout",7,26,4.31,88,4,7.66,"VA","The Veil Brewing Co.","/beer/profile/41018/275384/"
"Hornswoggler With Oreos","Milk / Sweet Stout",7,17,4.3,87,5,10.47,"VA","The Veil Brewing Co.","/beer/profile/41018/265024/"
"IdonteverEVERwanttoBU","American Double / Imperial IPA",9.3,54,4.55,93,12,6.59,"VA","The Veil Brewing Co.","/beer/profile/41018/246945/"
"IdontwanttoBU","American IPA",6.9,120,4.25,92,23,5.18,"VA","The Veil Brewing Co.","/beer/profile/41018/223064/"
"In Sink","American Double / Imperial IPA",9,17,4.53,88,4,6.84,"VA","The Veil Brewing Co.","/beer/profile/41018/279478/"
"IREALLYdontwanttoBU","American IPA",6.9,34,4.31,89,5,5.34,"VA","The Veil Brewing Co.","/beer/profile/41018/254998/"
"Jackson Flavor","American Adjunct Lager",5.6,16,3.94,85,6,8.88,"VA","The Veil Brewing Co.","/beer/profile/41018/239528/"
"Joooseee Boizzz","American Double / Imperial IPA",11,36,4.05,87,5,10.86,"VA","The Veil Brewing Co.","/beer/profile/41018/249373/"
"Kevin Kevin","American IPA",6.4,15,4.46,88,5,7.4,"VA","The Veil Brewing Co.","/beer/profile/41018/254034/"
"Lady Broz Night Out","American Double / Imperial IPA",9,13,3.97,85,0,6.3,"VA","The Veil Brewing Co.","/beer/profile/41018/277234/"
"Lauterhouse Sessionables","Witbier",5.5,13,3.78,84,4,8.2,"VA","The Veil Brewing Co.","/beer/profile/41018/279451/"
"Lil' Kitty Boi!","American IPA",4.8,29,3.91,85,4,7.93,"VA","The Veil Brewing Co.","/beer/profile/41018/245861/"
"LOL Tho","American Double / Imperial IPA",8.5,30,4.3,89,6,8.14,"VA","The Veil Brewing Co.","/beer/profile/41018/244793/"
"Lord Lord Shredder Shredder","American IPA",6.3,64,4.24,90,16,6.84,"VA","The Veil Brewing Co.","/beer/profile/41018/243830/"
"Lord Shredder","American IPA",6.3,49,4.26,90,11,5.63,"VA","The Veil Brewing Co.","/beer/profile/41018/227786/"
"Master Master Shredder Shredder","American IPA",5.5,109,4.3,92,15,6.28,"VA","The Veil Brewing Co.","/beer/profile/41018/235030/"
"Master Shredder","American IPA",5.5,184,4.25,93,37,6.12,"VA","The Veil Brewing Co.","/beer/profile/41018/208580/"
"Master Shredder ³","American IPA",5.5,28,4.23,88,5,6.15,"VA","The Veil Brewing Co.","/beer/profile/41018/279456/"
"Master Taunt","American Double / Imperial IPA",8,17,4.47,88,3,6.71,"VA","The Veil Brewing Co.","/beer/profile/41018/283754/"
"Never","Gose",4.5,15,3.85,84,2,5.19,"VA","The Veil Brewing Co.","/beer/profile/41018/259950/"
"Never Again","Gose",4.9,26,4.27,88,3,6.09,"VA","The Veil Brewing Co.","/beer/profile/41018/246195/"
"Never Aloha","Gose",4.9,20,4.43,88,6,7.45,"VA","The Veil Brewing Co.","/beer/profile/41018/274048/"
"Never Enough","Gose",4.9,14,3.01,80,5,31.23,"VA","The Veil Brewing Co.","/beer/profile/41018/241847/"
"Never Forever","Gose",4.9,22,4.47,89,3,6.94,"VA","The Veil Brewing Co.","/beer/profile/41018/257152/"
"Never Heardofit","Gose",4.9,14,3.59,83,1,17.83,"VA","The Veil Brewing Co.","/beer/profile/41018/255564/"
"Never Mind","Gose",4.9,14,4.36,87,1,11.01,"VA","The Veil Brewing Co.","/beer/profile/41018/251286/"
"Never Never Again Again","Gose",5.1,18,4.65,89,3,5.59,"VA","The Veil Brewing Co.","/beer/profile/41018/260309/"
"Never Never Forever Forever","Gose",NA,41,4.55,92,9,7.69,"VA","The Veil Brewing Co.","/beer/profile/41018/277019/"
"Never Never Sufficient Sufficient","Gose",5.1,12,4.08,85,3,5.39,"VA","The Veil Brewing Co.","/beer/profile/41018/288572/"
"Never Scared","Gose",4.9,10,4.09,85,3,4.89,"VA","The Veil Brewing Co.","/beer/profile/41018/285054/"
"Never Sufficient","Gose",4.9,23,4.13,87,6,9.93,"VA","The Veil Brewing Co.","/beer/profile/41018/263977/"
"Nice Relationship","American Double / Imperial IPA",8.5,61,4.36,91,10,5.5,"VA","The Veil Brewing Co.","/beer/profile/41018/257162/"
"OK Guy","American Double / Imperial IPA",8.4,18,4.29,87,3,3.5,"VA","The Veil Brewing Co.","/beer/profile/41018/258715/"
"Old Lions","American Double / Imperial IPA",8.6,39,4.35,90,1,6.44,"VA","The Veil Brewing Co.","/beer/profile/41018/259361/"
"Old Old Lions Lions","American Double / Imperial IPA",8.6,14,3.93,85,1,5.34,"VA","The Veil Brewing Co.","/beer/profile/41018/285053/"
"Personvl Spvce","American Double / Imperial IPA",8.5,42,4.19,89,5,5.49,"VA","The Veil Brewing Co.","/beer/profile/41018/247490/"
"Potato Napkin","American Double / Imperial IPA",8,15,4.14,86,6,8.25,"VA","The Veil Brewing Co.","/beer/profile/41018/286065/"
"Raindropz","American Double / Imperial IPA",8,24,4.27,88,4,3.75,"VA","The Veil Brewing Co.","/beer/profile/41018/268106/"
"Single Brothers","American Double / Imperial IPA",8.9,44,4.32,90,11,6.48,"VA","The Veil Brewing Co.","/beer/profile/41018/253068/"
"Sitdwn","American IPA",6,14,4.25,86,3,3.06,"VA","The Veil Brewing Co.","/beer/profile/41018/282931/"
"Sleeping Forever","American Double / Imperial Stout",13,53,4.13,88,12,8.96,"VA","The Veil Brewing Co.","/beer/profile/41018/208583/"
"Sleeping Forever - Bourbon Barrel Aged","American Double / Imperial Stout",13.2,16,4.23,87,2,5.67,"VA","The Veil Brewing Co.","/beer/profile/41018/277413/"
"Sleeping Forever - Vanilla","American Double / Imperial Stout",12,17,4.16,86,4,10.82,"VA","The Veil Brewing Co.","/beer/profile/41018/277414/"
"Step Dad Chaperone","American Double / Imperial IPA",8.5,72,4.34,92,13,6.45,"VA","The Veil Brewing Co.","/beer/profile/41018/239924/"
"Step Step Dad Dad","American Double / Imperial IPA",8.5,16,4.25,87,2,7.76,"VA","The Veil Brewing Co.","/beer/profile/41018/247629/"
"That Part","American Double / Imperial IPA",8.5,28,3.62,83,5,20.44,"VA","The Veil Brewing Co.","/beer/profile/41018/249226/"
"Too Far Outta Sight","American Double / Imperial IPA",8.5,18,4.41,88,4,4.08,"VA","The Veil Brewing Co.","/beer/profile/41018/260274/"
"Toof Ache","American IPA",6.3,60,4.17,89,16,6.7,"VA","The Veil Brewing Co.","/beer/profile/41018/242934/"
"Toof Toof Ache Ache","American IPA",6.3,32,4.31,89,4,6.5,"VA","The Veil Brewing Co.","/beer/profile/41018/247409/"
"Unique Friendshipz","American Double / Imperial IPA",8,25,4.21,87,2,10.69,"VA","The Veil Brewing Co.","/beer/profile/41018/277238/"
"We Ded Mon","American Double / Imperial IPA",11,72,4.37,92,13,5.72,"VA","The Veil Brewing Co.","/beer/profile/41018/254017/"
"We We Ded Ded","American Double / Imperial IPA",11,11,4.61,87,0,5.42,"VA","The Veil Brewing Co.","/beer/profile/41018/288560/"
"Weekend At Bronzies","American Double / Imperial IPA",9.2,35,4.17,88,7,6.95,"VA","The Veil Brewing Co.","/beer/profile/41018/256254/"
"Whiteferrari","American Double / Imperial IPA",8,63,4.51,93,14,6.21,"VA","The Veil Brewing Co.","/beer/profile/41018/259552/"
"Young Lions","American IPA",6,49,4.11,88,9,6.33,"VA","The Veil Brewing Co.","/beer/profile/41018/240821/"
"Yung Blud","American IPA",6.3,16,4.1,86,5,5.12,"VA","The Veil Brewing Co.","/beer/profile/41018/229040/"
"Deadbolt","American Double / Imperial IPA",9.2,10,3.84,84,6,12.76,"VA","The Virginia Beer Company","/beer/profile/41849/221309/"
"Elbow Patches","Oatmeal Stout",6.2,21,4.06,86,4,8.37,"VA","The Virginia Beer Company","/beer/profile/41849/221302/"
"Free Verse","American IPA",6.8,19,3.72,84,5,8.06,"VA","The Virginia Beer Company","/beer/profile/41849/221301/"
"Saving Daylight","American Pale Wheat Ale",4.9,16,3.49,83,5,9.74,"VA","The Virginia Beer Company","/beer/profile/41849/221300/"
"Wrenish Rye","American Amber / Red Ale",6,10,4.01,85,4,7.48,"VA","The Virginia Beer Company","/beer/profile/41849/221303/"
"10* Farmers Pale Ale","American Pale Ale (APA)",6.5,29,3.86,85,9,10.36,"VA","Three Notch'd Brewing Company","/beer/profile/32952/138962/"
"40 Mile IPA","American IPA",6,150,3.66,83,31,13.66,"VA","Three Notch'd Brewing Company","/beer/profile/32952/109366/"
"434 Summer Pale Ale","American Pale Ale (APA)",4.34,10,3.36,82,3,13.39,"VA","Three Notch'd Brewing Company","/beer/profile/32952/242729/"
"Biggie S'mores","Milk / Sweet Stout",8.4,76,4.16,90,23,11.3,"VA","Three Notch'd Brewing Company","/beer/profile/32952/155550/"
"Bitter 42","English Bitter",4,15,3.73,84,3,10.99,"VA","Three Notch'd Brewing Company","/beer/profile/32952/109304/"
"Black & Goldings","American Black Ale",6.3,29,3.71,84,4,10.78,"VA","Three Notch'd Brewing Company","/beer/profile/32952/155552/"
"Bourbon Barrel Biggie S'Mores","Milk / Sweet Stout",8,42,4.39,90,12,10.25,"VA","Three Notch'd Brewing Company","/beer/profile/32952/184896/"
"Brother Barnabas","Tripel",9.1,12,3.95,85,5,7.34,"VA","Three Notch'd Brewing Company","/beer/profile/32952/148268/"
"Citra Wheat","American Pale Wheat Ale",4.7,15,3.86,85,4,12.69,"VA","Three Notch'd Brewing Company","/beer/profile/32952/129656/"
"Elated Coconut","American Porter",5.7,10,4.03,85,0,8.44,"VA","Three Notch'd Brewing Company","/beer/profile/32952/151645/"
"Ghost Of The 43rd","American Pale Ale (APA)",5.1,41,3.92,86,8,10.97,"VA","Three Notch'd Brewing Company","/beer/profile/32952/125076/"
"Hansel And Kettle","Märzen / Oktoberfest",8,16,3.4,82,5,17.06,"VA","Three Notch'd Brewing Company","/beer/profile/32952/137953/"
"Hydraulion Red","Irish Red Ale",5.3,69,3.64,83,14,11.54,"VA","Three Notch'd Brewing Company","/beer/profile/32952/109679/"
"Hysteria","American Dark Wheat Ale",8.3,10,3.73,84,2,10.99,"VA","Three Notch'd Brewing Company","/beer/profile/32952/155551/"
"Jack's Java Espresso Stout","American Stout",5.5,68,3.91,86,13,8.95,"VA","Three Notch'd Brewing Company","/beer/profile/32952/106902/"
"Killer Angel Double IPA","American Double / Imperial IPA",8.7,24,3.81,84,2,9.19,"VA","Three Notch'd Brewing Company","/beer/profile/32952/113852/"
"Minute Man","American IPA",7,76,3.94,87,23,9.14,"VA","Three Notch'd Brewing Company","/beer/profile/32952/235443/"
"Mosaic IRA","American Amber / Red Ale",8.2,10,4.16,85,1,7.45,"VA","Three Notch'd Brewing Company","/beer/profile/32952/114343/"
"No Veto English Brown Ale","English Brown Ale",5,47,3.98,87,9,8.04,"VA","Three Notch'd Brewing Company","/beer/profile/32952/106903/"
"Oats McGoats","Oatmeal Stout",5.5,32,3.73,84,8,9.92,"VA","Three Notch'd Brewing Company","/beer/profile/32952/129990/"
"Raucous Honey DIPA","American Double / Imperial IPA",7.5,11,3.97,85,0,8.06,"VA","Three Notch'd Brewing Company","/beer/profile/32952/131207/"
"The Ghost Of The 43rd APA (American Pale Ale)","American Pale Ale (APA)",5.1,30,3.66,83,5,7.65,"VA","Three Notch'd Brewing Company","/beer/profile/32952/141836/"
"The Trader Saison","Saison / Farmhouse Ale",7,10,3.76,84,1,7.98,"VA","Three Notch'd Brewing Company","/beer/profile/32952/129657/"
"Tollan RyePA","American Pale Ale (APA)",5.2,23,4.02,86,4,7.46,"VA","Three Notch'd Brewing Company","/beer/profile/32952/112726/"
"Zombie Killin' Ale","American Double / Imperial IPA",7.8,16,3.72,84,3,11.29,"VA","Three Notch'd Brewing Company","/beer/profile/32952/135861/"
"Lucky 47","Witbier",5.2,14,3.53,83,3,6.8,"VA","Trapezium Brewing Company","/beer/profile/46121/237119/"
"Alternating Current","American IPA",6.5,15,4.05,86,1,12.35,"VA","Triple Crossing Brewing","/beer/profile/34442/179193/"
"Battle Creek","American Double / Imperial IPA",8,28,4.41,89,10,6.35,"VA","Triple Crossing Brewing","/beer/profile/34442/233999/"
"Black Dolphin","Russian Imperial Stout",10,12,4.21,86,3,3.33,"VA","Triple Crossing Brewing","/beer/profile/34442/200979/"
"Blood Gulch","American Double / Imperial IPA",8,10,4.21,86,2,3.8,"VA","Triple Crossing Brewing","/beer/profile/34442/240811/"
"Clever Girl","American IPA",6.5,45,4.22,89,11,8.29,"VA","Triple Crossing Brewing","/beer/profile/34442/167122/"
"Double Falcon Smash","American Double / Imperial IPA",8,29,4.51,90,3,9.98,"VA","Triple Crossing Brewing","/beer/profile/34442/167932/"
"Element 79","English Pale Ale",4.5,14,3.62,83,1,8.01,"VA","Triple Crossing Brewing","/beer/profile/34442/121091/"
"Falcon Smash","American IPA",7.4,88,4.15,90,11,8.19,"VA","Triple Crossing Brewing","/beer/profile/34442/121095/"
"Far From Dawn","American Double / Imperial Stout",10,10,4.14,85,0,4.35,"VA","Triple Crossing Brewing","/beer/profile/34442/264738/"
"Form And Void","American Double / Imperial IPA",8,10,4.24,86,3,7.08,"VA","Triple Crossing Brewing","/beer/profile/34442/248202/"
"Galaxy So Mosaic","American Double / Imperial IPA",NA,12,4.29,86,1,7.46,"VA","Triple Crossing Brewing","/beer/profile/34442/282654/"
"Green Dreams","American Double / Imperial IPA",8,26,4.34,89,11,5.53,"VA","Triple Crossing Brewing","/beer/profile/34442/212266/"
"Liberty Or Death","American Porter",6,11,3.92,85,2,4.59,"VA","Triple Crossing Brewing","/beer/profile/34442/139680/"
"Nectar And Knife DIPA","American Double / Imperial IPA",8,48,4.44,91,8,7.66,"VA","Triple Crossing Brewing","/beer/profile/34442/121096/"
"Paranoid Aledroid","American Pale Wheat Ale",5.5,43,4.06,87,12,6.16,"VA","Triple Crossing Brewing","/beer/profile/34442/185857/"
"Real Recognize Real","American Double / Imperial IPA",8,18,4.45,88,4,7.42,"VA","Triple Crossing Brewing","/beer/profile/34442/271347/"
"Street Cred","American Double / Imperial IPA",8,15,4.5,88,1,10.67,"VA","Triple Crossing Brewing","/beer/profile/34442/131934/"
"Valhalla","American Double / Imperial IPA",8,15,4.39,87,7,5.24,"VA","Triple Crossing Brewing","/beer/profile/34442/258276/"
"Alpha Ale","American Pale Ale (APA)",4.69,143,3.55,81,30,12.11,"VA","Wild Wolf Brewing Company","/beer/profile/24180/63329/"
"American Pilsner","German Pilsener",4.5,40,3.42,81,8,16.67,"VA","Wild Wolf Brewing Company","/beer/profile/24180/94235/"
"American Stout","American Stout",6.5,22,4.14,87,3,12.08,"VA","Wild Wolf Brewing Company","/beer/profile/24180/79391/"
"Area 151","Belgian Pale Ale",7,34,3.62,83,9,14.64,"VA","Wild Wolf Brewing Company","/beer/profile/24180/95085/"
"Black Wolf IBA","American Black Ale",5.8,12,4.09,85,1,16.14,"VA","Wild Wolf Brewing Company","/beer/profile/24180/83517/"
"Blonde Hunny Ale","Belgian Pale Ale",6.8,147,3.5,81,27,14.29,"VA","Wild Wolf Brewing Company","/beer/profile/24180/83870/"
"Dry Stout","Irish Dry Stout",4,18,3.58,83,4,12.85,"VA","Wild Wolf Brewing Company","/beer/profile/24180/108846/"
"Exquisitely Evil Ale","American Double / Imperial IPA",8,33,3.87,85,7,16.8,"VA","Wild Wolf Brewing Company","/beer/profile/24180/106536/"
"Ginger Lager","Herbed / Spiced Beer",6.7,23,3.68,84,6,23.1,"VA","Wild Wolf Brewing Company","/beer/profile/24180/73335/"
"Howling Pumpkin Ale","Pumpkin Ale",7,36,3.61,83,10,9.14,"VA","Wild Wolf Brewing Company","/beer/profile/24180/98357/"
"Kick It","American IPA",4.3,14,3.63,83,0,9.09,"VA","Wild Wolf Brewing Company","/beer/profile/24180/131270/"
"Primal Instinct","American IPA",7.4,68,4,87,11,12.25,"VA","Wild Wolf Brewing Company","/beer/profile/24180/135622/"
"Strawberry Schwarzcake","Fruit / Vegetable Beer",5,52,3.8,85,6,9.47,"VA","Wild Wolf Brewing Company","/beer/profile/24180/73334/"
"Wee Heavy","Scotch Ale / Wee Heavy",5.7,31,3.73,84,4,7.77,"VA","Wild Wolf Brewing Company","/beer/profile/24180/105053/"
"White Wolf","Belgian IPA",5,15,3.79,84,2,13.98,"VA","Wild Wolf Brewing Company","/beer/profile/24180/105575/"
"Wolfinstein","Russian Imperial Stout",10,16,3.8,84,5,9.74,"VA","Wild Wolf Brewing Company","/beer/profile/24180/125368/"
"Creeper Trail Amber Ale","American Amber / Red Ale",4.8,14,3.87,85,4,14.47,"VA","Wolf Hills Brewing Company","/beer/profile/21257/63335/"
"Troopers Alley IPA","American IPA",5.9,51,3.56,82,13,18.54,"VA","Wolf Hills Brewing Company","/beer/profile/21257/63338/"
"White Blaze Honey Cream Ale","Cream Ale",5,19,3.88,85,5,11.34,"VA","Wolf Hills Brewing Company","/beer/profile/21257/126224/"
"Big Red Rye IPA","Rye Beer",6.7,21,3.71,84,2,10.51,"VA","Young Veterans Brewing Co.","/beer/profile/32954/107496/"
"Jet Noise","American Double / Imperial IPA",8,38,3.7,84,6,16.49,"VA","Young Veterans Brewing Co.","/beer/profile/32954/102854/"
"New Recruit","American Blonde Ale",NA,11,3.5,83,1,6.86,"VA","Young Veterans Brewing Co.","/beer/profile/32954/102853/"
"Night Vision","American Stout",6,21,3.66,83,4,14.75,"VA","Young Veterans Brewing Co.","/beer/profile/32954/102852/"
"Pineapple Grenade","Hefeweizen",5.6,39,3.58,83,8,17.88,"VA","Young Veterans Brewing Co.","/beer/profile/32954/102851/"
"Semper Fi P.A.","American IPA",6,29,3.7,84,5,10.27,"VA","Young Veterans Brewing Co.","/beer/profile/32954/102850/"
"253 Pilsner","Czech Pilsener",5.2,16,3.64,83,0,15.38,"WA","7 Seas Brewery and Taproom","/beer/profile/20658/143964/"
"Ballz Deep Double IPA","American Double / Imperial IPA",8.4,109,3.44,80,33,15.7,"WA","7 Seas Brewery and Taproom","/beer/profile/20658/53679/"
"British Pale Ale","English Pale Ale",5.4,34,3.57,83,12,12.89,"WA","7 Seas Brewery and Taproom","/beer/profile/20658/53677/"
"Cascadian Dark Ale","American Black Ale",7,13,3.81,84,1,10.76,"WA","7 Seas Brewery and Taproom","/beer/profile/20658/68447/"
"Cutt's Ale","American Amber / Red Ale",6.4,17,3.29,81,1,17.02,"WA","7 Seas Brewery and Taproom","/beer/profile/20658/53678/"
"Hop Prophet","American IPA",6.5,12,3.24,82,3,12.65,"WA","7 Seas Brewery and Taproom","/beer/profile/20658/73646/"
"Life Jacket Session IPA","American IPA",4.8,15,3.59,83,1,9.75,"WA","7 Seas Brewery and Taproom","/beer/profile/20658/127163/"
"Port Royal Stout","American Stout",6.8,20,3.74,84,3,11.23,"WA","7 Seas Brewery and Taproom","/beer/profile/20658/54724/"
"Rude Parrot","American IPA",5.9,98,3.87,86,21,10.08,"WA","7 Seas Brewery and Taproom","/beer/profile/20658/58129/"
"Chocolate Stout","American Stout",5.3,21,3.45,82,7,15.94,"WA","Airways Brewing Company","/beer/profile/22536/57565/"
"Jet City ESB","Extra Special / Strong Bitter (ESB)",6,11,3.64,83,1,7.14,"WA","Airways Brewing Company","/beer/profile/22536/57495/"
"Loud Lady IPA","American Double / Imperial IPA",8.5,10,4.07,85,5,6.14,"WA","Airways Brewing Company","/beer/profile/22536/96206/"
"Maylani's Coconut Stout","American Stout",5.3,13,3.81,84,7,5.77,"WA","Airways Brewing Company","/beer/profile/22536/102361/"
"Oatmeal PSA","American Pale Ale (APA)",5,13,3.79,84,5,6.6,"WA","Airways Brewing Company","/beer/profile/22536/92424/"
"Pre-flight","American Adjunct Lager",5,20,3.68,84,6,13.04,"WA","Airways Brewing Company","/beer/profile/22536/83243/"
"Seat Kicker IPA","American IPA",6.5,24,3.92,85,7,12.76,"WA","Airways Brewing Company","/beer/profile/22536/121436/"
"Sky Hag","American IPA",7.8,47,3.81,85,9,9.19,"WA","Airways Brewing Company","/beer/profile/22536/61384/"
"Alpine Bohemian Pilsner","German Pilsener",NA,19,3.57,83,9,10.08,"WA","Alpine Brewing Company","/beer/profile/1586/18275/"
"Alpine Oktoberfest","Märzen / Oktoberfest",NA,22,3.51,82,13,13.68,"WA","Alpine Brewing Company","/beer/profile/1586/13959/"
"Blonde","American Blonde Ale",4.5,26,2.64,76,3,24.62,"WA","American Brewing Company","/beer/profile/24831/66748/"
"Breakaway IPA","American IPA",7.2,135,3.7,84,37,12.97,"WA","American Brewing Company","/beer/profile/24831/66759/"
"Caboose Oatmeal Stout","Oatmeal Stout",6.2,113,3.98,88,36,13.32,"WA","American Brewing Company","/beer/profile/24831/66761/"
"Flying Monkey","American Pale Ale (APA)",5.7,40,3.57,82,12,15.97,"WA","American Brewing Company","/beer/profile/24831/90905/"
"Stupid Sexy Flanders With Raspberry","Flanders Red Ale",8.7,10,4.14,85,2,5.56,"WA","American Brewing Company","/beer/profile/24831/89355/"
"Copacetic IPA","American IPA",5.8,33,4.11,87,15,11.44,"WA","Amnesia Brewing","/beer/profile/9685/33676/"
"Damnesia","American IPA",6.2,28,3.62,83,6,10.5,"WA","Amnesia Brewing","/beer/profile/9685/106423/"
"Desolation IPA","American IPA",6.2,39,3.71,84,16,12.4,"WA","Amnesia Brewing","/beer/profile/9685/21491/"
"Dusty Trail Pale","American Pale Ale (APA)",5.2,27,3.4,81,12,21.18,"WA","Amnesia Brewing","/beer/profile/9685/21502/"
"Slow Train Porter","American Porter",5.3,21,3.85,85,5,9.87,"WA","Amnesia Brewing","/beer/profile/9685/45748/"
"The ESB","Extra Special / Strong Bitter (ESB)",5.5,12,3.79,84,8,11.87,"WA","Amnesia Brewing","/beer/profile/9685/31234/"
"Anacortes Amber","American Amber / Red Ale",5,16,3.41,82,5,14.08,"WA","Anacortes Brewery & Rockfish Grill","/beer/profile/1066/3193/"
"Anacortes Hefewezien","Hefeweizen",4.5,10,3.38,83,5,15.38,"WA","Anacortes Brewery & Rockfish Grill","/beer/profile/1066/3203/"
"Anacortes IPA","American IPA",6.1,41,4.08,87,16,7.6,"WA","Anacortes Brewery & Rockfish Grill","/beer/profile/1066/3195/"
"Anacortes Pilsner","German Pilsener",5,16,3.66,83,9,13.39,"WA","Anacortes Brewery & Rockfish Grill","/beer/profile/1066/3187/"
"Anacortes Porter","American Porter",4.6,25,3.63,83,12,14.33,"WA","Anacortes Brewery & Rockfish Grill","/beer/profile/1066/3194/"
"Anacortes Red Ale","American Amber / Red Ale",4.2,10,3.36,82,3,7.74,"WA","Anacortes Brewery & Rockfish Grill","/beer/profile/1066/38787/"
"Broadsword","Scotch Ale / Wee Heavy",8.3,12,3.83,84,6,7.57,"WA","Anacortes Brewery & Rockfish Grill","/beer/profile/1066/22186/"
"Klosterbier","Munich Dunkel Lager",5.3,12,3.96,85,6,9.85,"WA","Anacortes Brewery & Rockfish Grill","/beer/profile/1066/14583/"
"Locomotive Breath","American Double / Imperial Stout",8.5,10,4.13,85,1,9.2,"WA","Anacortes Brewery & Rockfish Grill","/beer/profile/1066/67998/"
"Old Sebastes Barley Wine","English Barleywine",9.9,13,4.11,86,6,7.54,"WA","Anacortes Brewery & Rockfish Grill","/beer/profile/1066/22187/"
"Batch 15","American IPA",7,80,4.02,88,22,8.21,"WA","Aslan Brewing Company","/beer/profile/31399/150261/"
"Bellingham Brown","American Brown Ale",6.3,11,3.94,85,2,9.14,"WA","Aslan Brewing Company","/beer/profile/31399/124311/"
"Blueprint Session IPA","American IPA",4.2,11,3.66,84,2,6.28,"WA","Aslan Brewing Company","/beer/profile/31399/167313/"
"Dawn Patrol","American Pale Ale (APA)",5.3,34,3.85,85,11,10.39,"WA","Aslan Brewing Company","/beer/profile/31399/162646/"
"Disco Lemonade","Berliner Weissbier",4,13,3.81,84,5,8.66,"WA","Aslan Brewing Company","/beer/profile/31399/129272/"
"French India Farmhouse Ale (FIFA)","Belgian IPA",6.2,11,3.8,84,1,7.63,"WA","Aslan Brewing Company","/beer/profile/31399/165727/"
"Ginger Spiced Rye Ale","Rye Beer",5.4,16,3.5,83,5,10.29,"WA","Aslan Brewing Company","/beer/profile/31399/122025/"
"Big Cedar IRA","American Amber / Red Ale",6.5,20,3.84,85,7,16.93,"WA","Backwoods Brewing Company","/beer/profile/29765/148289/"
"Blueberry Wheat","American Pale Wheat Ale",5.2,14,3.46,83,6,7.23,"WA","Backwoods Brewing Company","/beer/profile/29765/179433/"
"Bumbler","American Double / Imperial IPA",10.1,12,3.17,81,1,23.03,"WA","Backwoods Brewing Company","/beer/profile/29765/96658/"
"Copperline Ale","American Amber / Red Ale",5.5,24,3.51,82,6,11.11,"WA","Backwoods Brewing Company","/beer/profile/29765/101660/"
"Double Cutt IIPA","American Double / Imperial IPA",8.5,16,3.82,84,5,9.42,"WA","Backwoods Brewing Company","/beer/profile/29765/161549/"
"Log Yard","American IPA",6.7,53,3.68,83,13,12.77,"WA","Backwoods Brewing Company","/beer/profile/29765/95757/"
"Pecan Pie Porter","American Porter",5.5,10,3.63,83,3,8.26,"WA","Backwoods Brewing Company","/beer/profile/29765/207949/"
"Ridge Run Stout","American Stout",7.1,33,4.04,87,7,9.65,"WA","Backwoods Brewing Company","/beer/profile/29765/101658/"
"IPA","American IPA",7.8,11,3.74,84,0,15.24,"WA","Bad Jimmy's Brewing Co.","/beer/profile/32897/100500/"
"Eagle Harbor","American IPA",6.6,24,3.55,83,4,10.99,"WA","Bainbridge Island Brewing Company","/beer/profile/29336/86282/"
"Kommuter Kolsch","Kölsch",5,15,3.64,83,4,10.44,"WA","Bainbridge Island Brewing Company","/beer/profile/29336/178630/"
"Bottomcutter","American Double / Imperial IPA",8.2,107,4.24,91,27,8.02,"WA","Bale Breaker Brewing Company","/beer/profile/31389/161421/"
